"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"31.12.2024","9,450","9,400","9,455","9,350","246,41K","0,85%"
"30.12.2024","9,370","9,330","9,405","9,320","511,32K","0,54%"
"27.12.2024","9,320","9,315","9,400","9,310","537,69K","0,32%"
"24.12.2024","9,290","9,290","9,300","9,255","215,20K","0,27%"
"23.12.2024","9,265","9,270","9,285","9,160","479,15K","0,54%"
"20.12.2024","9,215","9,195","9,225","9,060","895,99K","0,05%"
"19.12.2024","9,210","9,170","9,290","9,115","764,38K","-1,13%"
"18.12.2024","9,315","9,420","9,435","9,240","865,46K","0,70%"
"17.12.2024","9,250","9,385","9,400","9,250","1,10M","-2,01%"
"16.12.2024","9,440","9,505","9,555","9,365","600,38K","-0,94%"
"13.12.2024","9,530","9,900","9,900","9,530","1,21M","-4,99%"
"12.12.2024","10,030","10,120","10,170","10,020","598,64K","-1,38%"
"11.12.2024","10,170","10,000","10,200","9,825","692,39K","1,29%"
"10.12.2024","10,040","10,150","10,180","10,020","767,52K","-1,86%"
"09.12.2024","10,230","10,020","10,310","10,020","1,98M","2,51%"
"06.12.2024","9,980","9,950","10,090","9,940","1,01M","0,60%"
"05.12.2024","9,920","9,690","9,935","9,685","1,40M","2,48%"
"04.12.2024","9,680","9,555","9,790","9,555","919,13K","1,52%"
"03.12.2024","9,535","9,530","9,565","9,415","682,73K","0,37%"
"02.12.2024","9,500","9,455","9,630","9,445","579,13K","-0,11%"
"29.11.2024","9,510","9,450","9,530","9,450","428,75K","0,00%"
"28.11.2024","9,510","9,500","9,570","9,465","415,48K","-0,11%"
"27.11.2024","9,520","9,395","9,545","9,395","565,90K","0,85%"
"26.11.2024","9,440","9,400","9,545","9,325","839,47K","-0,94%"
"25.11.2024","9,530","9,440","9,530","9,345","1,14M","1,28%"
"22.11.2024","9,410","9,240","9,460","9,195","976,14K","1,89%"
"21.11.2024","9,235","9,025","9,235","9,000","1,02M","2,61%"
"20.11.2024","9,000","9,020","9,050","8,945","440,05K","0,17%"
"19.11.2024","8,985","9,130","9,190","8,915","685,14K","-1,75%"
"18.11.2024","9,145","9,140","9,240","9,085","634,81K","0,49%"
"15.11.2024","9,100","8,905","9,130","8,895","552,62K","2,13%"
"14.11.2024","8,910","8,845","9,040","8,830","541,64K","0,39%"
"13.11.2024","8,875","8,900","8,995","8,835","567,64K","-0,50%"
"12.11.2024","8,920","9,245","9,245","8,910","855,45K","-4,03%"
"11.11.2024","9,295","9,415","9,430","9,260","565,40K","-0,91%"
"08.11.2024","9,380","9,450","9,470","9,345","905,83K","-0,95%"
"07.11.2024","9,470","9,100","9,505","9,100","2,21M","4,70%"
"06.11.2024","9,045","8,805","9,080","8,770","2,35M","5,05%"
"05.11.2024","8,610","8,550","8,735","8,550","973,53K","0,70%"
"04.11.2024","8,550","8,495","8,600","8,475","974,18K","0,94%"
"01.11.2024","8,470","8,400","8,485","8,400","581,25K","0,77%"
"31.10.2024","8,405","8,500","8,510","8,365","1,47M","-1,35%"
"30.10.2024","8,520","8,630","8,670","8,520","2,18M","-1,22%"
"29.10.2024","8,625","9,010","9,010","8,625","3,27M","-5,01%"
"28.10.2024","9,080","9,030","9,080","8,960","723,71K","1,34%"
"25.10.2024","8,960","8,950","9,015","8,920","520,38K","0,11%"
"24.10.2024","8,950","8,965","9,080","8,950","527,57K","-0,17%"
"23.10.2024","8,965","8,980","9,040","8,965","632,22K","-0,39%"
"22.10.2024","9,000","8,960","9,055","8,940","928,55K","0,33%"
"21.10.2024","8,970","9,125","9,150","8,970","927,19K","-1,43%"
"18.10.2024","9,100","9,125","9,245","9,085","1,08M","0,00%"
"17.10.2024","9,100","9,060","9,100","9,030","597,07K","0,17%"
"16.10.2024","9,085","9,060","9,125","9,050","586,61K","-0,11%"
"15.10.2024","9,095","9,115","9,125","9,045","632,23K","-0,27%"
"14.10.2024","9,120","9,110","9,140","9,065","521,26K","0,11%"
"11.10.2024","9,110","9,145","9,165","9,045","980,60K","-0,76%"
"10.10.2024","9,180","9,250","9,275","9,145","709,65K","-1,02%"
"09.10.2024","9,275","9,220","9,275","9,150","669,83K","-0,16%"
"08.10.2024","9,290","9,350","9,350","9,200","773,39K","-1,59%"
"07.10.2024","9,440","9,495","9,495","9,380","520,69K","-0,37%"
"04.10.2024","9,475","9,400","9,550","9,365","533,75K","0,96%"
"03.10.2024","9,385","9,450","9,455","9,325","496,78K","-1,26%"
"02.10.2024","9,505","9,595","9,655","9,465","715,93K","-0,83%"
"01.10.2024","9,585","9,650","9,700","9,550","652,80K","-0,83%"
"30.09.2024","9,665","9,850","9,930","9,625","844,19K","-0,62%"
"27.09.2024","9,725","9,925","9,930","9,700","863,59K","-1,52%"
"26.09.2024","9,875","9,950","10,010","9,875","750,10K","0,36%"
"25.09.2024","9,840","10,000","10,060","9,810","580,96K","-1,80%"
"24.09.2024","10,020","9,790","10,050","9,790","1,21M","3,67%"
"23.09.2024","9,665","9,670","9,710","9,575","488,27K","0,16%"
"20.09.2024","9,650","9,830","9,830","9,650","678,49K","-1,73%"
"19.09.2024","9,820","9,625","9,830","9,580","1,27M","3,70%"
"18.09.2024","9,470","9,390","9,500","9,345","444,14K","1,07%"
"17.09.2024","9,370","9,265","9,400","9,265","540,11K","1,08%"
"16.09.2024","9,270","9,265","9,335","9,200","259,92K","0,05%"
"13.09.2024","9,265","9,045","9,295","9,045","806,06K","2,43%"
"12.09.2024","9,045","9,020","9,100","8,965","553,54K","1,34%"
"11.09.2024","8,925","9,005","9,075","8,915","470,99K","-0,56%"
"10.09.2024","8,975","8,950","9,015","8,910","607,22K","0,11%"
"09.09.2024","8,965","9,020","9,030","8,950","494,97K","0,11%"
"06.09.2024","8,955","9,125","9,130","8,955","1,24M","-2,24%"
"05.09.2024","9,160","9,095","9,270","9,035","496,60K","0,38%"
"04.09.2024","9,125","9,250","9,265","9,095","779,28K","-1,88%"
"03.09.2024","9,300","9,535","9,560","9,250","516,77K","-2,77%"
"02.09.2024","9,565","9,505","9,585","9,420","379,83K","0,47%"
"30.08.2024","9,520","9,525","9,615","9,470","565,42K","0,11%"
"29.08.2024","9,510","9,470","9,545","9,440","1,23M","0,85%"
"28.08.2024","9,430","9,485","9,515","9,420","398,22K","-0,37%"
"27.08.2024","9,465","9,390","9,570","9,390","791,30K","0,48%"
"26.08.2024","9,420","9,365","9,465","9,335","436,25K","0,32%"
"23.08.2024","9,390","9,295","9,390","9,285","433,11K","1,57%"
"22.08.2024","9,245","9,240","9,290","9,215","338,07K","-0,22%"
"21.08.2024","9,265","9,185","9,290","9,175","385,67K","1,48%"
"20.08.2024","9,130","9,235","9,265","9,115","372,35K","-1,19%"
"19.08.2024","9,240","9,135","9,280","9,125","435,33K","1,48%"
"16.08.2024","9,105","9,110","9,150","9,060","427,73K","0,00%"
"15.08.2024","9,105","9,100","9,150","9,040","467,82K","0,77%"
"14.08.2024","9,035","9,135","9,135","9,020","360,60K","-0,39%"
"13.08.2024","9,070","9,160","9,160","9,050","525,30K","-0,93%"
"12.08.2024","9,155","9,190","9,190","9,065","423,31K","0,11%"
"09.08.2024","9,145","9,180","9,255","9,130","351,77K","0,22%"
"08.08.2024","9,125","9,130","9,135","9,015","435,54K","-0,76%"
"07.08.2024","9,195","9,100","9,250","9,020","492,73K","1,88%"
"06.08.2024","9,025","9,090","9,180","8,995","572,56K","0,73%"
"05.08.2024","8,960","9,040","9,065","8,880","1,46M","-3,08%"
"02.08.2024","9,245","9,450","9,500","9,240","780,22K","-2,89%"
"01.08.2024","9,520","9,630","9,750","9,500","445,50K","-1,75%"
"31.07.2024","9,690","9,650","9,700","9,625","509,07K","0,78%"
"30.07.2024","9,615","9,650","9,680","9,520","453,31K","-0,21%"
"29.07.2024","9,635","9,745","9,745","9,575","354,25K","-0,77%"
"26.07.2024","9,710","9,660","9,740","9,580","484,78K","0,26%"
"25.07.2024","9,685","9,645","9,685","9,460","678,49K","-0,46%"
"24.07.2024","9,730","9,320","9,835","9,320","1,06M","3,90%"
"23.07.2024","9,365","9,465","9,470","9,300","1,54M","-1,47%"
"22.07.2024","9,505","9,430","9,590","9,430","649,26K","0,64%"
"19.07.2024","9,445","9,510","9,530","9,420","684,83K","-1,31%"
"18.07.2024","9,570","9,510","9,640","9,510","778,74K","0,63%"
"17.07.2024","9,510","9,510","9,615","9,465","1,59M","-3,79%"
"16.07.2024","9,885","9,990","9,990","9,815","933,40K","-0,75%"
"15.07.2024","9,960","10,030","10,060","9,960","1,05M","-0,40%"
"12.07.2024","10,000","9,960","10,030","9,905","569,00K","1,01%"
"11.07.2024","9,900","9,920","9,975","9,835","3,17M","0,46%"
"10.07.2024","9,855","9,770","9,855","9,740","528,40K","0,66%"
"09.07.2024","9,790","9,900","9,925","9,765","1,01M","-0,96%"
"08.07.2024","9,885","9,925","9,985","9,860","597,19K","0,36%"
"05.07.2024","9,850","9,990","10,030","9,830","1,37M","-1,30%"
"04.07.2024","9,980","9,825","9,980","9,820","652,06K","1,32%"
"03.07.2024","9,850","9,840","9,870","9,745","779,31K","1,03%"
"02.07.2024","9,750","9,755","9,845","9,705","898,84K","-0,10%"
"01.07.2024","9,760","9,765","9,865","9,705","545,72K","0,72%"
"28.06.2024","9,690","9,530","9,750","9,530","572,51K","1,95%"
"27.06.2024","9,505","9,575","9,615","9,505","2,63M","-0,99%"
"26.06.2024","9,600","9,730","9,750","9,520","772,71K","-1,18%"
"25.06.2024","9,715","9,860","9,860","9,680","681,24K","-1,07%"
"24.06.2024","9,820","9,710","9,835","9,690","1,06M","0,87%"
"21.06.2024","9,735","9,940","9,940","9,675","1,27M","-1,86%"
"20.06.2024","9,920","9,975","10,010","9,880","1,03M","-0,30%"
"19.06.2024","9,950","9,950","9,980","9,920","378,90K","0,25%"
"18.06.2024","9,925","9,860","9,955","9,775","511,45K","1,38%"
"17.06.2024","9,790","9,785","9,800","9,690","790,72K","0,36%"
"14.06.2024","9,755","9,790","9,800","9,690","609,80K","-0,46%"
"13.06.2024","9,800","9,895","9,910","9,795","428,96K","-1,26%"
"12.06.2024","9,925","9,960","9,995","9,910","340,79K","0,35%"
"11.06.2024","9,890","9,865","9,945","9,800","1,59M","-0,15%"
"10.06.2024","9,905","9,860","9,930","9,795","375,44K","0,25%"
"07.06.2024","9,880","9,935","9,985","9,830","472,02K","-0,30%"
"06.06.2024","9,910","9,950","9,980","9,885","366,77K","-0,05%"
"05.06.2024","9,915","10,000","10,020","9,900","754,70K","-1,05%"
"04.06.2024","10,020","10,090","10,120","9,865","901,05K","-0,99%"
"03.06.2024","10,120","10,120","10,220","10,090","660,66K","0,50%"
"31.05.2024","10,070","10,050","10,100","9,955","673,25K","0,20%"
"30.05.2024","10,050","9,980","10,070","9,900","558,83K","0,10%"
"29.05.2024","10,040","10,080","10,090","9,945","814,76K","-0,40%"
"28.05.2024","10,080","10,200","10,220","10,070","729,89K","-1,08%"
"27.05.2024","10,190","10,140","10,190","10,100","220,53K","0,69%"
"24.05.2024","10,120","10,150","10,170","10,040","366,68K","0,00%"
"23.05.2024","10,120","10,130","10,200","10,110","353,66K","-0,10%"
"22.05.2024","10,130","10,220","10,220","10,100","507,95K","-0,78%"
"21.05.2024","10,210","10,390","10,410","10,190","944,70K","-1,73%"
"20.05.2024","10,390","10,520","10,580","10,280","586,56K","-1,05%"
"17.05.2024","10,500","10,580","10,580","10,480","337,93K","-0,57%"
"16.05.2024","10,560","10,450","10,560","10,370","570,37K","1,15%"
"15.05.2024","10,440","10,430","10,490","10,410","310,05K","0,19%"
"14.05.2024","10,420","10,380","10,490","10,350","2,35M","0,39%"
"13.05.2024","10,380","10,410","10,440","10,260","434,04K","0,00%"
"10.05.2024","10,380","10,260","10,510","10,250","1,05M","1,96%"
"09.05.2024","10,180","10,280","10,320","10,140","464,14K","-0,29%"
"08.05.2024","10,210","10,180","10,260","10,110","394,29K","0,59%"
"07.05.2024","10,150","10,210","10,230","10,050","923,77K","-0,49%"
"06.05.2024","10,200","10,210","10,300","10,200","284,04K","0,49%"
"03.05.2024","10,150","10,270","10,280","10,140","513,45K","-0,78%"
"02.05.2024","10,230","10,240","10,290","10,140","593,22K","1,09%"
"30.04.2024","10,120","10,250","10,270","10,110","592,88K","-1,75%"
"29.04.2024","10,300","10,220","10,310","10,190","548,84K","1,68%"
"26.04.2024","10,130","10,240","10,270","10,010","696,88K","-0,10%"
"25.04.2024","10,140","10,050","10,330","9,965","1,19M","1,10%"
"24.04.2024","10,030","9,990","10,110","9,920","1,94M","1,52%"
"23.04.2024","9,880","9,995","9,995","9,805","805,14K","-0,85%"
"22.04.2024","9,965","10,010","10,050","9,920","439,45K","0,10%"
"19.04.2024","9,955","9,895","9,990","9,825","603,82K","-0,30%"
"18.04.2024","9,985","9,925","9,995","9,880","759,46K","0,71%"
"17.04.2024","9,915","9,900","10,080","9,875","867,30K","0,61%"
"16.04.2024","9,855","9,950","9,950","9,615","3,67M","-6,05%"
"15.04.2024","10,490","10,480","10,640","10,400","677,09K","-0,29%"
"12.04.2024","10,520","10,640","10,690","10,510","602,82K","0,00%"
"11.04.2024","10,520","10,690","10,690","10,450","515,38K","-0,19%"
"10.04.2024","10,540","10,570","10,710","10,460","706,06K","0,29%"
"09.04.2024","10,510","10,400","10,570","10,370","930,65K","1,35%"
"08.04.2024","10,370","10,270","10,370","10,220","480,23K","0,97%"
"05.04.2024","10,270","10,240","10,280","9,960","876,53K","-0,58%"
"04.04.2024","10,330","10,350","10,390","10,270","686,95K","0,39%"
"03.04.2024","10,290","10,090","10,290","10,040","567,23K","1,78%"
"02.04.2024","10,110","10,170","10,270","10,080","553,23K","-0,54%"
"28.03.2024","10,165","10,070","10,220","10,060","502,39K","0,69%"
"27.03.2024","10,095","9,990","10,100","9,984","535,66K","1,17%"
"26.03.2024","9,978","10,005","10,040","9,952","352,11K","-0,96%"
"25.03.2024","10,075","9,960","10,080","9,890","623,07K","1,05%"
"22.03.2024","9,970","9,764","9,970","9,752","870,27K","2,13%"
"21.03.2024","9,762","9,770","9,800","9,676","583,48K","0,78%"
"20.03.2024","9,686","9,666","9,770","9,574","577,87K","0,71%"
"19.03.2024","9,618","9,620","9,632","9,550","389,82K","-0,02%"
"18.03.2024","9,620","9,664","9,702","9,584","431,14K","-0,21%"
"15.03.2024","9,640","9,570","9,662","9,514","969,81K","0,58%"
"14.03.2024","9,584","9,798","9,798","9,584","643,92K","-1,98%"
"13.03.2024","9,778","9,672","9,792","9,610","759,94K","1,49%"
"12.03.2024","9,634","9,664","9,726","9,594","589,24K","-0,02%"
"11.03.2024","9,636","9,586","9,644","9,550","765,71K","0,35%"
"08.03.2024","9,602","9,670","9,682","9,598","592,81K","-0,23%"
"07.03.2024","9,624","9,520","9,668","9,462","604,01K","0,86%"
"06.03.2024","9,542","9,510","9,678","9,484","769,68K","0,48%"
"05.03.2024","9,496","9,412","9,506","9,372","952,03K","0,38%"
"04.03.2024","9,460","9,536","9,638","9,432","971,38K","-1,19%"
"01.03.2024","9,574","9,800","9,972","9,346","2,61M","-5,54%"
"29.02.2024","10,135","10,245","10,260","10,095","601,21K","-0,64%"
"28.02.2024","10,200","10,365","10,395","10,175","409,77K","-1,92%"
"27.02.2024","10,400","10,260","10,400","10,250","420,56K","1,66%"
"26.02.2024","10,230","10,245","10,255","10,130","359,04K","-0,29%"
"23.02.2024","10,260","10,330","10,365","10,200","303,85K","-0,97%"
"22.02.2024","10,360","10,300","10,385","10,215","1,68M","0,73%"
"21.02.2024","10,285","10,210","10,300","10,200","446,49K","1,23%"
"20.02.2024","10,160","10,280","10,290","10,120","573,76K","-1,55%"
"19.02.2024","10,320","10,515","10,525","10,260","566,46K","-2,32%"
"16.02.2024","10,565","10,445","10,660","10,430","856,41K","1,83%"
"15.02.2024","10,375","10,260","10,415","10,230","426,42K","1,72%"
"14.02.2024","10,200","10,250","10,280","10,175","435,67K","-1,16%"
"13.02.2024","10,320","10,560","10,560","10,260","498,87K","-2,27%"
"12.02.2024","10,560","10,520","10,560","10,440","428,14K","0,57%"
"09.02.2024","10,500","10,395","10,500","10,265","867,48K","0,57%"
"08.02.2024","10,440","10,385","10,440","10,255","604,36K","0,72%"
"07.02.2024","10,365","10,530","10,580","10,265","713,44K","-1,61%"
"06.02.2024","10,535","10,100","10,585","10,100","1,95M","4,93%"
"05.02.2024","10,040","9,650","10,205","9,640","3,52M","3,80%"
"02.02.2024","9,672","9,700","9,762","9,644","682,93K","-0,19%"
"01.02.2024","9,690","9,710","9,798","9,676","467,40K","-0,92%"
"31.01.2024","9,780","9,900","9,974","9,760","588,50K","-1,41%"
"30.01.2024","9,920","9,968","10,025","9,768","866,91K","-0,60%"
"29.01.2024","9,980","9,918","9,982","9,888","679,58K","0,93%"
"26.01.2024","9,888","9,918","9,954","9,870","424,22K","-0,22%"
"25.01.2024","9,910","9,884","9,976","9,856","358,18K","0,24%"
"24.01.2024","9,886","9,880","9,918","9,820","631,50K","-1,63%"
"23.01.2024","10,050","10,085","10,125","9,968","856,31K","0,30%"
"22.01.2024","10,020","9,980","10,040","9,876","2,09M","1,77%"
"19.01.2024","9,846","9,982","9,982","9,784","1,21M","-0,51%"
"18.01.2024","9,896","9,970","9,990","9,860","998,16K","-0,20%"
"17.01.2024","9,916","10,025","10,025","9,876","2,08M","-1,77%"
"16.01.2024","10,095","10,375","10,400","10,095","927,13K","-2,93%"
"15.01.2024","10,400","10,320","10,435","10,275","665,03K","1,17%"
"12.01.2024","10,280","10,190","10,345","10,190","2,00M","1,23%"
"11.01.2024","10,155","10,150","10,260","10,075","762,07K","0,69%"
"10.01.2024","10,085","10,235","10,235","10,080","722,82K","-1,80%"
"09.01.2024","10,270","10,390","10,400","10,250","558,84K","-0,96%"
"08.01.2024","10,370","10,340","10,385","10,265","437,34K","0,44%"
"05.01.2024","10,325","10,400","10,400","10,195","845,64K","-1,05%"
"04.01.2024","10,435","10,455","10,560","10,405","675,83K","-0,14%"
"03.01.2024","10,450","10,570","10,595","10,410","580,30K","-1,32%"
"02.01.2024","10,590","10,680","10,775","10,535","541,54K","-0,61%"
"29.12.2023","10,655","10,740","10,810","10,620","425,76K","-0,61%"
"28.12.2023","10,720","10,720","10,760","10,680","483,04K","0,19%"
"27.12.2023","10,700","10,630","10,700","10,590","693,51K","0,80%"
"22.12.2023","10,615","10,650","10,675","10,565","478,02K","-0,19%"
"21.12.2023","10,635","10,560","10,635","10,560","351,26K","0,05%"
"20.12.2023","10,630","10,660","10,685","10,525","538,99K","-0,19%"
"19.12.2023","10,650","10,500","10,650","10,485","793,31K","1,24%"
"18.12.2023","10,520","10,390","10,570","10,390","749,49K","0,86%"
"15.12.2023","10,430","10,350","10,470","10,345","1,67M","1,46%"
"14.12.2023","10,280","10,200","10,385","10,125","1,26M","2,49%"
"13.12.2023","10,030","10,030","10,105","9,982","813,73K","0,00%"
"12.12.2023","10,030","10,210","10,275","10,015","517,05K","-1,67%"
"11.12.2023","10,200","10,215","10,235","10,125","401,87K","-0,49%"
"08.12.2023","10,250","10,195","10,285","10,120","497,91K","0,59%"
"07.12.2023","10,190","10,155","10,235","10,140","616,93K","-0,05%"
"06.12.2023","10,195","10,180","10,260","10,180","493,87K","0,25%"
"05.12.2023","10,170","10,040","10,175","9,950","654,08K","1,29%"
"04.12.2023","10,040","10,145","10,210","10,035","760,22K","-1,76%"
"01.12.2023","10,220","10,150","10,285","10,140","815,30K","1,49%"
"30.11.2023","10,070","10,295","10,295","10,000","1,24M","-1,42%"
"29.11.2023","10,215","10,285","10,400","10,185","951,70K","-0,78%"
"28.11.2023","10,295","10,245","10,320","10,165","935,19K","0,49%"
"27.11.2023","10,245","10,135","10,245","10,135","779,05K","0,94%"
"24.11.2023","10,150","10,095","10,215","10,095","527,06K","-0,15%"
"23.11.2023","10,165","10,115","10,180","10,095","383,34K","0,84%"
"22.11.2023","10,080","10,055","10,210","9,970","874,87K","-0,20%"
"21.11.2023","10,100","10,100","10,225","10,075","824,44K","-0,39%"
"20.11.2023","10,140","10,085","10,150","9,980","1,06M","0,95%"
"17.11.2023","10,045","9,970","10,090","9,970","1,10M","0,75%"
"16.11.2023","9,970","9,978","10,105","9,946","1,06M","-0,08%"
"15.11.2023","9,978","9,852","10,000","9,852","1,52M","1,34%"
"14.11.2023","9,846","9,680","9,866","9,648","1,05M","2,31%"
"13.11.2023","9,624","9,648","9,668","9,586","422,94K","0,08%"
"10.11.2023","9,616","9,656","9,748","9,590","561,34K","-1,50%"
"09.11.2023","9,762","9,694","9,836","9,610","662,45K","0,99%"
"08.11.2023","9,666","9,650","9,760","9,606","681,11K","0,21%"
"07.11.2023","9,646","9,740","9,740","9,568","616,84K","-1,07%"
"06.11.2023","9,750","9,720","9,784","9,652","1,09M","0,91%"
"03.11.2023","9,662","9,340","9,698","9,134","2,45M","3,31%"
"02.11.2023","9,352","9,234","9,410","9,234","1,30M","1,81%"
"01.11.2023","9,186","9,190","9,244","9,148","358,45K","-0,13%"
"31.10.2023","9,198","9,060","9,230","9,048","658,79K","1,41%"
"30.10.2023","9,070","9,074","9,110","9,030","459,77K","-0,11%"
"27.10.2023","9,080","9,090","9,130","9,032","388,84K","0,53%"
"26.10.2023","9,032","8,910","9,044","8,854","540,36K","1,21%"
"25.10.2023","8,924","8,860","8,942","8,836","413,10K","1,34%"
"24.10.2023","8,806","8,770","8,824","8,670","592,43K","0,59%"
"23.10.2023","8,754","8,800","8,838","8,730","780,35K","-0,75%"
"20.10.2023","8,820","8,920","8,942","8,804","814,16K","-2,13%"
"19.10.2023","9,012","8,946","9,022","8,936","451,36K","0,18%"
"18.10.2023","8,996","9,164","9,164","8,954","741,46K","-1,88%"
"17.10.2023","9,168","9,144","9,174","9,012","437,40K","-0,33%"
"16.10.2023","9,198","9,104","9,236","9,100","587,80K","0,63%"
"13.10.2023","9,140","9,128","9,236","9,108","545,00K","-0,11%"
"12.10.2023","9,150","9,192","9,254","9,144","600,17K","0,18%"
"11.10.2023","9,134","9,010","9,236","9,000","612,11K","0,77%"
"10.10.2023","9,064","9,000","9,192","9,000","694,38K","1,09%"
"09.10.2023","8,966","8,914","8,984","8,872","318,80K","-0,04%"
"06.10.2023","8,970","8,970","8,980","8,876","291,37K","0,43%"
"05.10.2023","8,932","8,940","8,952","8,860","483,69K","-0,07%"
"04.10.2023","8,938","8,920","9,008","8,872","486,83K","-0,13%"
"03.10.2023","8,950","9,000","9,100","8,932","467,89K","-0,73%"
"02.10.2023","9,016","9,200","9,298","9,010","693,54K","-1,62%"
"29.09.2023","9,164","9,138","9,234","9,108","727,24K","0,66%"
"28.09.2023","9,104","8,980","9,104","8,950","815,45K","1,27%"
"27.09.2023","8,990","8,980","9,040","8,912","485,48K","0,11%"
"26.09.2023","8,980","8,880","9,050","8,856","680,71K","0,56%"
"25.09.2023","8,930","8,980","8,992","8,794","1,55M","-1,11%"
"22.09.2023","9,030","9,038","9,080","8,996","503,27K","-0,27%"
"21.09.2023","9,054","9,048","9,070","8,956","1,19M","-0,79%"
"20.09.2023","9,126","9,068","9,180","9,056","419,54K","0,46%"
"19.09.2023","9,084","9,086","9,144","9,030","475,28K","0,26%"
"18.09.2023","9,060","9,168","9,202","9,056","363,76K","-1,26%"
"15.09.2023","9,176","9,220","9,262","9,156","670,77K","0,59%"
"14.09.2023","9,122","9,040","9,174","9,030","657,13K","0,86%"
"13.09.2023","9,044","9,134","9,176","9,040","768,89K","-1,16%"
"12.09.2023","9,150","9,220","9,238","9,072","486,88K","-0,48%"
"11.09.2023","9,194","9,196","9,248","9,176","527,77K","0,99%"
"08.09.2023","9,104","9,134","9,202","9,028","952,84K","-0,04%"
"07.09.2023","9,108","9,306","9,324","9,074","1,06M","-2,94%"
"06.09.2023","9,384","9,350","9,416","9,340","644,73K","-0,02%"
"05.09.2023","9,386","9,322","9,412","9,278","408,53K","0,13%"
